id;date;store;rating;criterion;status
557;5/4/2014;Магазин 4;9;Да;Завершено
558;5/4/2014;Магазин 4;;;Отказ
559;5/4/2014;Магазин 4;9;Да;Завершено
560;5/4/2014;Магазин 4;10;Да;Завершено
561;5/4/2014;Магазин 4;5;Нет;Завершено
562;5/4/2014;Магазин 4;;;Отказ
563;5/4/2014;Магазин 4;;;Отказ
564;5/4/2014;Магазин 4;9;Да;Завершено
565;5/4/2014;Магазин 4;;;Отказ
566;5/4/2014;Магазин 4;;;Отказ
567;5/4/2014;Магазин 4;10;Да;Завершено
568;5/4/2014;Магазин 4;;;Отказ
569;5/4/2014;Магазин 4;;;Отказ
570;5/4/2014;Магазин 4;;;Отказ
571;5/4/2014;Магазин 1;9;Да;Завершено
572;5/4/2014;Магазин 4;9;Да;Завершено
573;5/4/2014;Магазин 4;;;Отказ
574;5/4/2014;Магазин 4;9;Да;Завершено
575;5/5/2014;Магазин 4;8;Нет;Завершено
576;5/4/2014;Магазин 4;10;Да;Завершено
577;5/4/2014;Магазин 4;10;Да;Завершено
578;5/4/2014;Магазин 4;;;Отказ
579;5/4/2014;Магазин 4;;;Отказ
580;5/4/2014;Магазин 4;5;Нет;Завершено
581;5/4/2014;Магазин 1;;;Отказ
582;5/4/2014;Магазин 4;10;Да;Завершено
583;5/4/2014;Магазин 1;;;Отказ
584;5/4/2014;Магазин 4;9;Да;Завершено
585;5/4/2014;Магазин 4;8;Нет;Завершено
586;5/4/2014;Магазин 4;10;Да;Завершено
587;5/4/2014;Магазин 4;9;Да;Завершено
588;5/4/2014;Магазин 4;10;Да;Завершено
589;5/4/2014;Магазин 4;;;Отказ
590;5/4/2014;Магазин 4;;;Отказ
591;5/6/2014;Магазин 4;;;Отказ
592;5/4/2014;Магазин 4;8;Да;Завершено
593;5/4/2014;Магазин 4;5;Да;Завершено
594;5/4/2014;Магазин 4;10;Да;Завершено
595;5/4/2014;Магазин 1;;;Отказ
596;5/5/2014;Магазин 1;10;Да;Завершено
597;5/6/2014;Магазин 4;5;Нет;Завершено
598;5/4/2014;Магазин 1;З/О;З/О;Завершено
599;5/4/2014;Магазин 3;;;Отказ
600;5/4/2014;Магазин 1;10;Да;Завершено
601;5/4/2014;Магазин 3;10;Да;Завершено
602;5/4/2014;Магазин 1;;;Отказ
603;5/4/2014;Магазин 3;;;Отказ
604;5/4/2014;Магазин 3;10;Да;Завершено
605;5/4/2014;Магазин 1;10;Да;Завершено
606;5/4/2014;Магазин 3;10;З/О;Завершено
607;5/4/2014;Магазин 3;;;Отказ
608;5/4/2014;Магазин 3;5;Нет;Завершено
609;5/5/2014;Магазин 2;8;З/О;Завершено
610;5/5/2014;Магазин 2;1;З/О;Завершено
611;5/5/2014;Магазин 2;;;Отказ
612;5/4/2014;Магазин 3;10;Да;Завершено
613;5/4/2014;Магазин 3;;;Отказ
614;5/4/2014;Магазин 1;;;Отказ
615;5/4/2014;Магазин 1;;;Отказ
616;5/4/2014;Магазин 3;;;Отказ
617;5/5/2014;Магазин 2;;;Отказ
618;5/5/2014;Магазин 2;9;Да;Завершено
619;5/5/2014;Магазин 4;10;Да;Завершено
620;5/4/2014;Магазин 1;;;Отказ
621;5/5/2014;Магазин 2;;;Отказ
622;5/4/2014;Магазин 1;10;З/О;Завершено
623;5/5/2014;Магазин 2;9;Да;Завершено
624;5/4/2014;Магазин 1;6;Нет;Завершено
625;5/4/2014;Магазин 1;;;Отказ
626;5/5/2014;Магазин 2;1;З/О;Завершено
627;5/4/2014;Магазин 3;;;Отказ
628;5/5/2014;Магазин 2;;;Отказ
629;5/5/2014;Магазин 2;;;Отказ
630;5/4/2014;Магазин 3;;;Отказ
631;5/4/2014;Магазин 3;9;Да;Завершено
632;5/5/2014;Магазин 2;2;Да;Завершено
633;5/4/2014;Магазин 3;9;Да;Завершено
634;5/5/2014;Магазин 2;;;Отказ
635;5/4/2014;Магазин 3;З/О;Да;Завершено
636;5/4/2014;Магазин 3;10;Да;Завершено
637;5/4/2014;Магазин 1;10;Да;Завершено
638;5/4/2014;Магазин 3;10;Да;Завершено
639;5/4/2014;Магазин 1;З/О;Да;Завершено
640;5/5/2014;Магазин 2;;;Отказ
641;5/4/2014;Магазин 1;9;Да;Завершено
642;5/4/2014;Магазин 3;;;Отказ
643;5/5/2014;Магазин 2;;;Отказ
644;5/5/2014;Магазин 4;;;Отказ
645;5/4/2014;Магазин 3;;;Отказ
646;5/4/2014;Магазин 1;;;Отказ
647;5/4/2014;Магазин 1;7;Да;Завершено
648;5/4/2014;Магазин 3;;;Отказ
649;5/5/2014;Магазин 2;9;Да;Завершено
650;5/4/2014;Магазин 1;;;Отказ
651;5/4/2014;Магазин 3;;;Отказ
652;5/5/2014;Магазин 2;;;Отказ
653;5/5/2014;Магазин 2;9;Да;Завершено
654;5/4/2014;Магазин 3;;;Отказ
655;5/4/2014;Магазин 3;9;Да;Завершено
656;5/5/2014;Магазин 2;;;Отказ
657;5/5/2014;Магазин 2;;;Отказ
658;5/5/2014;Магазин 2;9;Да;Завершено
659;5/4/2014;Магазин 3;9;Да;Завершено
660;5/5/2014;Магазин 2;;;Отказ
661;5/4/2014;Магазин 3;10;Да;Завершено
662;5/5/2014;Магазин 2;10;Да;Завершено
663;5/4/2014;Магазин 3;10;Да;Завершено
664;5/4/2014;Магазин 3;;;Отказ
665;5/5/2014;Магазин 2;;;Отказ
666;5/5/2014;Магазин 2;;;Отказ
667;5/4/2014;Магазин 3;10;Да;Завершено
668;5/4/2014;Магазин 3;;;Отказ
669;5/5/2014;Магазин 2;;;Отказ
670;5/4/2014;Магазин 3;7;Да;Завершено
671;5/5/2014;Магазин 2;;;Отказ
672;5/4/2014;Магазин 3;;;Отказ
673;5/5/2014;Магазин 2;;;Отказ
674;5/5/2014;Магазин 2;;;Отказ
675;5/5/2014;Магазин 2;9;Да;Завершено
676;5/5/2014;Магазин 2;7;Да;Завершено
677;5/4/2014;Магазин 3;;;Отказ
678;5/4/2014;Магазин 3;10;Да;Завершено
679;5/5/2014;Магазин 2;;;Отказ
680;5/4/2014;Магазин 3;;;Отказ
681;5/4/2014;Магазин 3;7;Да;Завершено
682;5/4/2014;Магазин 3;9;Да;Завершено
683;5/4/2014;Магазин 3;;;Отказ
684;5/5/2014;Магазин 2;;;Отказ
685;5/5/2014;Магазин 2;;;Отказ
686;5/5/2014;Магазин 2;7;З/О;Завершено
687;5/5/2014;Магазин 2;;;Отказ
688;5/5/2014;Магазин 2;8;З/О;Завершено
689;5/4/2014;Магазин 3;10;Да;Завершено
690;5/4/2014;Магазин 3;;;Отказ
691;5/4/2014;Магазин 3;;;Отказ
692;5/4/2014;Магазин 3;;;Отказ
693;5/4/2014;Магазин 3;;;Отказ
694;5/5/2014;Магазин 4;;;Отказ
695;5/5/2014;Магазин 4;;;Отказ
696;5/5/2014;Магазин 4;;;Отказ
697;5/5/2014;Магазин 4;8;Нет;Завершено
698;5/5/2014;Магазин 4;10;Да;Завершено
699;5/5/2014;Магазин 4;9;Да;Завершено
700;5/5/2014;Магазин 4;9;Да;Завершено
701;5/5/2014;Магазин 4;;;Отказ
702;5/5/2014;Магазин 4;;;Отказ
703;5/5/2014;Магазин 4;;;Отказ
704;5/6/2014;Магазин 4;;;Отказ
705;5/5/2014;Магазин 4;10;Да;Завершено
706;5/5/2014;Магазин 4;;;Отказ
707;5/5/2014;Магазин 4;9;Да;Завершено
708;5/5/2014;Магазин 4;7;Да;Завершено
709;5/5/2014;Магазин 4;9;Да;Завершено
710;5/5/2014;Магазин 4;5;Да;Завершено
711;5/5/2014;Магазин 4;9;Да;Завершено
712;5/5/2014;Магазин 4;;;Отказ
713;5/5/2014;Магазин 4;;;Отказ
714;5/5/2014;Магазин 4;;;Отказ
715;5/5/2014;Магазин 4;9;Да;Завершено
716;5/5/2014;Магазин 4;9;Да;Завершено
717;5/5/2014;Магазин 4;;;Отказ
718;5/5/2014;Магазин 4;;;Отказ
719;5/5/2014;Магазин 4;9;Да;Завершено
720;5/5/2014;Магазин 4;10;Да;Завершено
721;5/5/2014;Магазин 4;;;Отказ
722;5/5/2014;Магазин 4;10;Да;Завершено
723;5/5/2014;Магазин 4;9;Да;Завершено
724;5/5/2014;Магазин 4;10;Да;Завершено
725;5/5/2014;Магазин 4;9;Да;Завершено
726;5/5/2014;Магазин 4;10;Нет;Завершено
727;5/5/2014;Магазин 4;5;Нет;Завершено
728;5/5/2014;Магазин 4;;;Отказ
729;5/5/2014;Магазин 4;;;Отказ
730;5/5/2014;Магазин 4;9;Да;Завершено
731;5/5/2014;Магазин 4;;;Отказ
732;5/5/2014;Магазин 4;;;Отказ
733;5/5/2014;Магазин 4;7;Да;Завершено
734;5/5/2014;Магазин 4;;;Отказ
735;5/5/2014;Магазин 4;;;Отказ
736;5/5/2014;Магазин 4;7;Да;Завершено
737;5/5/2014;Магазин 4;;;Отказ
738;5/5/2014;Магазин 4;7;Да;Завершено
739;5/5/2014;Магазин 4;;;Отказ
740;5/5/2014;Магазин 4;9;Да;Завершено
741;5/5/2014;Магазин 4;8;З/О;Завершено
742;5/5/2014;Магазин 4;10;Да;Завершено
743;5/5/2014;Магазин 4;5;Да;Завершено
744;5/5/2014;Магазин 4;;;Отказ
745;5/5/2014;Магазин 4;9;Да;Завершено
746;5/5/2014;Магазин 4;;;Отказ
747;5/5/2014;Магазин 4;9;Да;Завершено
748;5/5/2014;Магазин 4;;;Отказ
749;5/5/2014;Магазин 4;10;Да;Завершено
750;5/5/2014;Магазин 4;7;Да;Завершено
751;5/5/2014;Магазин 4;5;Нет;Завершено
752;5/5/2014;Магазин 3;9;Нет;Завершено
753;5/6/2014;Магазин 2;9;Да;Завершено
754;5/5/2014;Магазин 1;10;Да;Завершено
755;5/5/2014;Магазин 1;7;Да;Завершено
756;5/5/2014;Магазин 1;;;Отказ
757;5/5/2014;Магазин 3;9;Да;Завершено
758;5/5/2014;Магазин 1;9;Да;Завершено
759;5/5/2014;Магазин 3;8;З/О;Завершено
760;5/5/2014;Магазин 3;1;Нет;Завершено
761;5/5/2014;Магазин 3;9;Да;Завершено
762;5/6/2014;Магазин 2;;;Отказ
763;5/5/2014;Магазин 1;;;Отказ
764;5/5/2014;Магазин 3;;;Отказ
765;5/6/2014;Магазин 2;7;Да;Завершено
766;5/5/2014;Магазин 3;9;Да;Завершено
767;5/5/2014;Магазин 3;;;Отказ
768;5/5/2014;Магазин 3;9;Да;Завершено
769;5/6/2014;Магазин 2;;;Отказ
770;5/5/2014;Магазин 3;9;Да;Завершено
771;5/6/2014;Магазин 2;10;Да;Завершено
772;5/5/2014;Магазин 1;8;Да;Завершено
773;5/5/2014;Магазин 3;10;Да;Завершено
774;5/6/2014;Магазин 2;2;Нет;Завершено
775;5/5/2014;Магазин 1;;;Отказ
776;5/6/2014;Магазин 2;9;Да;Завершено
777;5/6/2014;Магазин 2;10;Да;Завершено
778;5/5/2014;Магазин 3;9;Да;Завершено
779;5/6/2014;Магазин 2;10;Да;Завершено
780;5/6/2014;Магазин 2;6;Нет;Завершено
781;5/5/2014;Магазин 1;;;Отказ
782;5/6/2014;Магазин 2;9;Да;Завершено
783;5/6/2014;Магазин 2;9;Да;Завершено
784;5/5/2014;Магазин 3;9;Да;Завершено
785;5/6/2014;Магазин 2;9;Да;Завершено
786;5/5/2014;Магазин 1;;;Отказ
787;5/5/2014;Магазин 1;;;Отказ
788;5/6/2014;Магазин 1;9;Да;Завершено
789;5/6/2014;Магазин 2;10;Да;Завершено
790;5/5/2014;Магазин 3;9;Да;Завершено
791;5/5/2014;Магазин 1;9;Да;Завершено
792;5/6/2014;Магазин 2;;;Отказ
793;5/5/2014;Магазин 1;10;Да;Завершено
794;5/6/2014;Магазин 2;7;Да;Завершено
795;5/5/2014;Магазин 3;9;Да;Завершено
796;5/5/2014;Магазин 3;10;Да;Завершено
797;5/6/2014;Магазин 1;10;Да;Завершено
798;5/5/2014;Магазин 1;;;Отказ
799;5/6/2014;Магазин 2;;;Отказ
800;5/5/2014;Магазин 1;9;Да;Завершено
801;5/5/2014;Магазин 1;8;Да;Завершено
802;5/5/2014;Магазин 3;10;Да;Завершено
803;5/6/2014;Магазин 2;6;Нет;Завершено
804;5/6/2014;Магазин 2;;;Отказ
805;5/5/2014;Магазин 1;10;Да;Завершено
806;5/6/2014;Магазин 2;;;Отказ
807;5/6/2014;Магазин 2;;;Отказ
808;5/5/2014;Магазин 3;;;Отказ
809;5/6/2014;Магазин 2;5;Да;Завершено
810;5/6/2014;Магазин 2;;;Отказ
811;5/5/2014;Магазин 1;9;Да;Завершено
812;5/6/2014;Магазин 2;10;Да;Завершено
813;5/5/2014;Магазин 3;;;Отказ
814;5/6/2014;Магазин 2;;;Отказ
815;5/6/2014;Магазин 2;8;Да;Завершено
816;5/5/2014;Магазин 3;;;Отказ
817;5/6/2014;Магазин 2;10;Да;Завершено
818;5/6/2014;Магазин 2;;;Отказ
819;5/5/2014;Магазин 3;10;Да;Завершено
820;5/5/2014;Магазин 3;9;Да;Завершено
821;5/5/2014;Магазин 3;9;Да;Завершено
822;5/5/2014;Магазин 3;;;Отказ
823;5/6/2014;Магазин 4;8;Да;Завершено
824;5/5/2014;Магазин 3;;;Отказ
825;5/5/2014;Магазин 3;7;З/О;Завершено
826;5/6/2014;Магазин 4;9;Да;Завершено
827;5/5/2014;Магазин 3;9;Да;Завершено
828;5/6/2014;Магазин 4;;;Отказ
829;5/5/2014;Магазин 1;;;Отказ
830;5/5/2014;Магазин 3;9;Да;Завершено
831;5/6/2014;Магазин 2;1;Да;Завершено
832;5/5/2014;Магазин 3;8;Да;Завершено
833;5/6/2014;Магазин 2;;;Отказ
834;5/6/2014;Магазин 2;;;Отказ
835;5/5/2014;Магазин 3;5;Нет;Завершено
836;5/6/2014;Магазин 4;;;Отказ
837;5/6/2014;Магазин 2;;;Отказ
838;5/6/2014;Магазин 2;5;Да;Завершено
839;5/5/2014;Магазин 3;9;Да;Завершено
840;5/5/2014;Магазин 3;9;Да;Завершено
841;5/5/2014;Магазин 3;;;Отказ
842;5/6/2014;Магазин 2;;;Отказ
843;5/6/2014;Магазин 2;7;Да;Завершено
844;5/5/2014;Магазин 3;;;Отказ
845;5/5/2014;Магазин 1;;;Отказ
846;5/5/2014;Магазин 1;;;Отказ
847;5/6/2014;Магазин 2;;;Отказ
848;5/5/2014;Магазин 3;;;Отказ
849;5/5/2014;Магазин 1;10;З/О;Завершено
850;5/5/2014;Магазин 1;10;З/О;Завершено
851;5/5/2014;Магазин 1;10;З/О;Завершено
852;5/5/2014;Магазин 3;;;Отказ
853;5/5/2014;Магазин 3;;;Отказ
854;5/5/2014;Магазин 3;;;Отказ
855;5/5/2014;Магазин 3;10;Да;Завершено
856;5/5/2014;Магазин 3;;;Отказ
857;5/5/2014;Магазин 3;;;Отказ
858;5/5/2014;Магазин 3;8;З/О;Завершено
859;5/6/2014;Магазин 4;9;Да;Завершено
860;5/6/2014;Магазин 4;;;Отказ
861;5/6/2014;Магазин 4;10;Да;Завершено
862;5/6/2014;Магазин 4;;;Отказ
863;5/6/2014;Магазин 4;9;Да;Завершено
864;5/6/2014;Магазин 4;9;Да;Завершено
865;5/6/2014;Магазин 4;10;Да;Завершено
866;5/6/2014;Магазин 4;9;Да;Завершено
867;5/6/2014;Магазин 4;;;Отказ
868;5/6/2014;Магазин 4;;;Отказ
869;5/6/2014;Магазин 4;10;Да;Завершено
870;5/6/2014;Магазин 4;8;Да;Завершено
871;5/6/2014;Магазин 4;10;Да;Завершено
872;5/6/2014;Магазин 4;10;Да;Завершено
873;5/6/2014;Магазин 4;;;Отказ
874;5/6/2014;Магазин 4;7;Да;Завершено
875;5/6/2014;Магазин 4;;;Отказ
